video_id,title,views,publishedAt,durationSec,channel_id,channel_title,channel_url,watch_url
XMC9svIFyWQ,손흥민 첫 미국 리그 경기 ⚽🇺🇸 Chicago Fire vs LAFC 시카고 브이로그,223264,2025-08-12T02:25:40Z,769,UCdQ1upewQXVOyhbGGtsRlUQ,제이미 인 시카고 Jamie in Chicago,https://www.youtube.com/channel/UCdQ1upewQXVOyhbGGtsRlUQ,https://www.youtube.com/watch?v=XMC9svIFyWQ
aW5RyI17UJw,손흥민 향한 방송사들의 존중 이 정도면 신격화? - 동료의 눈물과 LAFC 레전드의 여정,219312,2025-08-13T10:15:56Z,790,UCqzNZeBt0546jG-vDlAQlZg,스토리K - 축구in 인문학 by kei,https://www.youtube.com/channel/UCqzNZeBt0546jG-vDlAQlZg,https://www.youtube.com/watch?v=aW5RyI17UJw
7E7Lg5i6C4g,"MLS 선수 연봉 순위 TOP5, 손흥민은 몇위일까? [#해축랭킹]",218062,2025-08-12T10:15:09Z,651,UCh4qkgdlDN5Ng_TWEJgNN4A,해축이 HCE,https://www.youtube.com/channel/UCh4qkgdlDN5Ng_TWEJgNN4A,https://www.youtube.com/watch?v=7E7Lg5i6C4g
D05K0Qkf4XE,손흥민 선발 데뷔전 + 1호 도움!! LAFC 뉴잉글랜드 축구 입중계 (MLS 리그 24R),217040,2025-08-17T02:20:41Z,11663,UCD9xfvEZl4mL6pzGeYhak1Q,축구는 정석이,https://www.youtube.com/channel/UCD9xfvEZl4mL6pzGeYhak1Q,https://www.youtube.com/watch?v=D05K0Qkf4XE
G9Fa3WeykLE,슈퍼컵 패배 지켜본 실시간 손흥민 반응 메이저리그 데뷔까지 ‘손흥민 효과’ 미쳤다!,210997,2025-08-14T03:04:12Z,507,UCmGLKQgLtGhH4goyguKCFWA,흰수염고래스포츠,https://www.youtube.com/channel/UCmGLKQgLtGhH4goyguKCFWA,https://www.youtube.com/watch?v=G9Fa3WeykLE
qBfSaZyz8bA,손흥민 향한 美여론 급격히 반전 “그만 괴롭혀라” 경고 쏟아졌다. 실제로 보니 상황 심상치 않다.,209567,2025-08-14T09:55:18Z,485,UCZPsB5mhxaywnWiE6WWfFSw,풀앤푸시(Pull&Push),https://www.youtube.com/channel/UCZPsB5mhxaywnWiE6WWfFSw,https://www.youtube.com/watch?v=qBfSaZyz8bA
oVotdyjbgAQ,"손흥민을 메시와 비교하던 미국에서, '손흥민의 진짜 가치'에 눈을 떠버린 실제 상황",207170,2025-08-14T12:04:23Z,570,UC_YMjWL8rj2TRkunDRrlUPA,바이스톰 코리아,https://www.youtube.com/channel/UC_YMjWL8rj2TRkunDRrlUPA,https://www.youtube.com/watch?v=oVotdyjbgAQ
3IzERy_zBaw,"""딱 30분만에 수천억?"" 손흥민 데뷔전 딱 1경기만에 LAFC 수천억 돈방석에 앉자, ESPN 정규방송 중단하고 특집방송 내보내, 미국 팬들 충격에 할말잃고 넋나간 상황",205992,2025-08-13T00:31:28Z,482,UCL2StfHxRLorkzSdzxXqadg,풋볼매거진,https://www.youtube.com/channel/UCL2StfHxRLorkzSdzxXqadg,https://www.youtube.com/watch?v=3IzERy_zBaw
GxVIimFMk2E,"[속보] 손흥민 전세계 유니폼 판매량 1위 등극, 메시-커리-르브론 제임스도 넘었다 ㄷㄷㄷ LA FC 단장피셜 초대박난 손흥민 유니폼 판매량 상황 ㄷㄷㄷㄷㄷㄷ",205638,2025-08-15T00:26:25Z,488,UCLsJ7sVuGf0auEySnT2BHag,풋볼 포레스트 - Forrest Football,https://www.youtube.com/channel/UCLsJ7sVuGf0auEySnT2BHag,https://www.youtube.com/watch?v=GxVIimFMk2E
2VCXB1hiQ3Q,"[현지반응] ""손흥민 저렇게까지 하다니..."" MLS 데뷔전, LA가 놀란 이유",201700,2025-08-11T08:00:04Z,991,UCmKTwXS5wC4Ww4X6PyXjMYg,서형욱의 뽈리TV,https://www.youtube.com/channel/UCmKTwXS5wC4Ww4X6PyXjMYg,https://www.youtube.com/watch?v=2VCXB1hiQ3Q
1sZovcfehak,"레비 ""그니까 1년더 연장하자했잖아!!"" 손흥민 떠난 토트넘 재정 악화 심각.. 핵심 멤버 줄줄히 탈출 ""아직도 손흥민 굿즈 판매 압도적 1위""",199846,2025-08-12T08:30:01Z,484,UCzxawsAnspJDEoUq3FmutWw,탄탄 세계읽기,https://www.youtube.com/channel/UCzxawsAnspJDEoUq3FmutWw,https://www.youtube.com/watch?v=1sZovcfehak
43O0_Brhojo,손흥민 하루만에 1200억 벌었다! LAFC 벌써 이적료 5배 회수 상황? 토트넘 손흥민 매각 단 5일만에 붕괴 초토화,198012,2025-08-12T06:46:58Z,558,UCVsJ4ra_01ygNeLoGc96cRg,진심TV,https://www.youtube.com/channel/UCVsJ4ra_01ygNeLoGc96cRg,https://www.youtube.com/watch?v=43O0_Brhojo
OeLC4j7mc4Q,[속보] 토트넘 긴급 파산! 충격 쏘니팬들 다 떠나자 토트넘 초토화 BBC 충격발표! 영국 언론들 난리났다,189933,2025-08-11T10:29:09Z,486,UCUHhXBQK8uku9OmCgeIApGg,생생튜브,https://www.youtube.com/channel/UCUHhXBQK8uku9OmCgeIApGg,https://www.youtube.com/watch?v=OeLC4j7mc4Q
-Tul-N38qzc,"""비록 졌지만, 이 점에 대해 손흥민에게 감사해야 한다!"" LAFC에 패했음에도 불구하고, 뉴잉글랜드 레볼루션 감독이 환하게 미소 지은 진짜 이유!",188665,2025-08-17T03:07:14Z,533,UCJbuZB0z3paDBIXOonVuZBQ,스포킹TV,https://www.youtube.com/channel/UCJbuZB0z3paDBIXOonVuZBQ,https://www.youtube.com/watch?v=-Tul-N38qzc
xu2rfbUsh6E,'손흥민 LAFC행' 이영표의 숨겨진 이야기...[HOT다리영표:전술의재발견] EP.15ㅣKBS20250813 #이영표#손흥민#LAFC#설기현#김재성#신태용#울산#제주,188342,2025-08-13T09:30:43Z,1229,UCDIB1DOwPPe58M2fHPyVVDA,KBS 스포츠,https://www.youtube.com/channel/UCDIB1DOwPPe58M2fHPyVVDA,https://www.youtube.com/watch?v=xu2rfbUsh6E
hMg2o1joZWk,"""손흥민 없어도 우승한다"" 자만하던 영국 , 이적 후 전경기 패배하자, 전문가들 ""영국이 가장 두려워한 상황"" 현지 경악한 상황;",183003,2025-08-14T04:34:26Z,532,UCVwXZVlkzkFxNRJlKa5yYYw,더 플래닛,https://www.youtube.com/channel/UCVwXZVlkzkFxNRJlKa5yYYw,https://www.youtube.com/watch?v=hMg2o1joZWk
I2nxI-IfuiM,"[속보] 손흥민 선발출전 평점 9.32 MVP!! 단 '1%'의 확률 공략한 미친감차 2어시스트! BBC ""이적하자마자 저게 가능해?!"" 미국 현지 초토화된 이유",179733,2025-08-17T01:37:21Z,961,UC6XUug9NifWGWcL86YYeYSA,탑 클래스TV,https://www.youtube.com/channel/UC6XUug9NifWGWcL86YYeYSA,https://www.youtube.com/watch?v=I2nxI-IfuiM
mDPYNAOzeDg,"손흥민 떠나자 뒤늦게 후회하기 시작하는 영국언론, 토트넘 복귀 프로젝트 가동되자 미국인들 패닉",177415,2025-08-11T11:26:19Z,503,UCYKYTbPYaMIIyYuhWYdxmVw,위대한언니,https://www.youtube.com/channel/UCYKYTbPYaMIIyYuhWYdxmVw,https://www.youtube.com/watch?v=mDPYNAOzeDg
gXcKeh4Lylw,"""이건 팀이 아닙니다"" 손흥민 이적 후 첫 공식 경기부터 대참사난 토트넘, 결국 최고참 '폭탄발언' 영국 경악한 이유;",175976,2025-08-13T10:10:58Z,522,UCVwXZVlkzkFxNRJlKa5yYYw,더 플래닛,https://www.youtube.com/channel/UCVwXZVlkzkFxNRJlKa5yYYw,https://www.youtube.com/watch?v=gXcKeh4Lylw
glj3gYnDj6g,[손흥민 고별전 직관] 어서 와 스카이박스는 처음이지? 뷔페 먹방부터 응원까지 스카이박스 1000% 즐기고 온 썰‼️,173807,2025-08-11T11:01:17Z,428,UCvAewWPqooIUgQUsjhTmUVw,김숙티비kimsookTV,https://www.youtube.com/channel/UCvAewWPqooIUgQUsjhTmUVw,https://www.youtube.com/watch?v=glj3gYnDj6g
ub8jtOxljc4,"""손흥민 경제, 지금 정말 폭발 중!"" LAFC, 아시아발 초대형 스폰서십 2건 공개, 총액 2000억원! 손흥민이 2건의 스폰서십 계약에서 받는 비율이 미국 충격!",171891,2025-08-13T04:51:01Z,545,UCJbuZB0z3paDBIXOonVuZBQ,스포킹TV,https://www.youtube.com/channel/UCJbuZB0z3paDBIXOonVuZBQ,https://www.youtube.com/watch?v=ub8jtOxljc4
7_aUEYujJaw,"[속보] LA 진짜 난리났네 ㅋㅋ 아시아 GOAT 손흥민-오타니 드디어 만난다! LA 다저스, 손흥민 시구 초대! 이날 LA 진짜 대폭발할듯 ㅋㅋㅋ 진짜 미쳐버린 손흥민 영입효과",171439,2025-08-14T02:03:20Z,502,UCLsJ7sVuGf0auEySnT2BHag,풋볼 포레스트 - Forrest Football,https://www.youtube.com/channel/UCLsJ7sVuGf0auEySnT2BHag,https://www.youtube.com/watch?v=7_aUEYujJaw
ijtNTmhFFus,손흥민보다 먼저 'LA 쏘니' 입은 남자 [뽈:터뷰],167437,2025-08-13T08:00:32Z,1497,UCmKTwXS5wC4Ww4X6PyXjMYg,서형욱의 뽈리TV,https://www.youtube.com/channel/UCmKTwXS5wC4Ww4X6PyXjMYg,https://www.youtube.com/watch?v=ijtNTmhFFus
i-Ldo9Xj1GE,"[현지반응] 美 언론 ""손흥민은 말도 안되는 선수"" 상대팀 에이스 '맞대결 기대'",165765,2025-08-14T08:47:22Z,707,UCmKTwXS5wC4Ww4X6PyXjMYg,서형욱의 뽈리TV,https://www.youtube.com/channel/UCmKTwXS5wC4Ww4X6PyXjMYg,https://www.youtube.com/watch?v=i-Ldo9Xj1GE
TQn02ly24Vc,"[단독] 손흥민, 히든힐스에 250억 원 주택 매입; 미국 언론: ""손흥민 이웃은 모두 슈퍼스타!""",160241,2025-08-12T04:21:41Z,633,UCJbuZB0z3paDBIXOonVuZBQ,스포킹TV,https://www.youtube.com/channel/UCJbuZB0z3paDBIXOonVuZBQ,https://www.youtube.com/watch?v=TQn02ly24Vc
VFu7mJ6qBIo,"[속보] 메시 인터뷰 떴다! 대박 ""MLS에 존재한적 없던 플레이"" 손흥민 50M 원맨쇼에 미국 발칵",157072,2025-08-12T23:00:26Z,760,UCUHhXBQK8uku9OmCgeIApGg,생생튜브,https://www.youtube.com/channel/UCUHhXBQK8uku9OmCgeIApGg,https://www.youtube.com/watch?v=VFu7mJ6qBIo
2pmYxvpTd3k,손흥민 한테 LA 팀 동료들이 벌써부터 감독처럼 믿고 따르는 진짜 이유요?! / 손흥민 / #손흥민 ,156510,2025-08-15T04:19:00Z,506,UC3NiuSfZKc9FofALg4TzBAQ,월드티비,https://www.youtube.com/channel/UC3NiuSfZKc9FofALg4TzBAQ,https://www.youtube.com/watch?v=2pmYxvpTd3k
